Date,Symbols,Close,High,Low,Open,Volume
2020-02-14,AMZN,2134.87,2159.04,2125.89,2155.68,2606169
2020-02-14,GOOGL,1518.73,1520.05,1505.55,1514.53,1159857
2020-02-14,FB,214.18,214.93,212.65,214.0,10741747
2020-02-14,PFE,35.436,35.95,35.348,35.882,20534914
2020-02-13,AMZN,2149.87,2170.28,2142.0,2144.99,3031791
2020-02-13,GOOGL,1513.39,1525.95,1504.0,1510.0,1145658
2020-02-13,FB,213.14,214.326,209.18,209.524,15396625
2020-02-13,PFE,35.843,36.474000000000004,35.8,36.474000000000004,21603294
2020-02-12,AMZN,2160.0,2180.25,2155.29,2163.2,3334264
2020-02-12,GOOGL,1518.63,1520.3,1508.67,1515.86,1552136
2020-02-12,FB,210.76,211.22,207.4,207.85,13813704
2020-02-12,PFE,36.629,37.066,36.61,36.969,22428972
2020-02-11,AMZN,2150.8,2185.95,2136.0,2150.9,5746011
2020-02-11,GOOGL,1510.06,1529.88,1505.45,1513.27,1742647
2020-02-11,FB,207.19,210.86,206.51,210.19,25030810
2020-02-11,PFE,36.969,37.008,36.643,36.775,15667286
2020-02-10,AMZN,2133.91,2135.6,2084.96,2085.01,5056235
2020-02-10,GOOGL,1508.66,1508.88,1475.2,1477.23,1915072
2020-02-10,FB,213.06,213.8,210.66,211.52,11856350
2020-02-10,PFE,36.698,37.096,36.61,37.086,19549201
2020-02-07,AMZN,2079.28,2098.53,2038.1,2041.99,5095347
2020-02-07,GOOGL,1479.11,1485.25,1465.41,1467.39,1418049
2020-02-07,FB,212.33,212.82,209.93,210.3,12242530
2020-02-07,PFE,36.93,37.27,36.813,37.23,21411604
2020-02-06,AMZN,2050.23,2056.3,2024.8,2041.02,3182954
2020-02-06,GOOGL,1475.97,1481.56,1450.48,1451.98,1891079
2020-02-06,FB,210.85,211.19,209.338,210.47,10567533
2020-02-06,PFE,37.133,37.367,36.911,37.309,20575017
2020-02-05,AMZN,2039.87,2071.02,2032.0,2071.02,4376174
2020-02-05,GOOGL,1446.05,1464.58,1429.68,1463.61,1818793
2020-02-05,FB,210.11,212.73,208.71,212.51,12538154
2020-02-05,PFE,37.046,37.434,36.707,36.736,28782539
2020-02-04,AMZN,2049.67,2059.8,2015.37,2029.88,5289338
2020-02-04,GOOGL,1445.41,1467.34,1422.03,1454.49,4793967
2020-02-04,FB,209.83,210.6,205.203,206.61700000000002,19628890
2020-02-04,PFE,36.580999999999996,37.115,36.522,36.959,30451203
2020-02-03,AMZN,2004.2,2048.5,2000.25,2010.6,5899094
2020-02-03,GOOGL,1482.6,1486.3,1456.61,1461.65,3608760
2020-02-03,FB,204.19,205.14,202.5,203.44,15510509
2020-02-03,PFE,36.407,36.915,36.203,36.357,20407059
2020-01-31,AMZN,2008.72,2055.72,2002.27,2051.47,15567283
2020-01-31,GOOGL,1432.78,1469.67,1427.06,1467.86,2191075
2020-01-31,FB,201.91,208.69,201.06,208.43,31359917
2020-01-31,PFE,36.144,36.347,35.814,35.852,33132677
2020-01-30,AMZN,1870.68,1872.87,1850.61,1858.0,6327438
2020-01-30,GOOGL,1454.25,1455.25,1435.0,1438.1,1355472
2020-01-30,FB,209.53,211.43,204.75,206.53,48775500
2020-01-30,PFE,35.979,36.076,35.61,36.008,31590659
2020-01-29,AMZN,1858.0,1874.75,1855.02,1864.0,2101390
2020-01-29,GOOGL,1456.7,1464.14,1445.39,1458.46,1081964
2020-01-29,FB,223.23,224.2,218.45,221.44,33610005
2020-01-29,PFE,36.105,36.874,36.076,36.624,33753130
2020-01-28,AMZN,1853.25,1858.11,1830.02,1840.5,2808040
2020-01-28,GOOGL,1450.5,1454.8,1430.36,1441.74,1486586
2020-01-28,FB,217.79,218.74,213.52,216.14,13413835
2020-01-28,PFE,36.641999999999996,37.94,36.46,37.777,69326518
2020-01-27,AMZN,1828.34,1841.0,1815.34,1820.0,3528509
2020-01-27,GOOGL,1431.73,1436.58,1419.5,1431.54,1706566
2020-01-27,FB,214.87,216.06,212.5,213.1,13810655
2020-01-27,PFE,38.584,38.843,37.71,37.863,31565192
2020-01-24,AMZN,1861.64,1894.99,1847.44,1891.37,3766181
2020-01-24,GOOGL,1466.17,1494.2,1463.18,1492.82,1489280
2020-01-24,FB,217.94,221.78,216.11,220.8,11905824
2020-01-24,PFE,38.257,39.361999999999995,38.079,39.333,33717703
2020-01-23,AMZN,1884.58,1889.98,1872.76,1885.11,2484613
2020-01-23,GOOGL,1484.69,1493.5,1480.32,1487.55,1332562
2020-01-23,FB,219.76,221.485,219.27,220.75,11195000
2020-01-23,PFE,39.111999999999995,39.228,38.554,38.66,26809993
2020-01-22,AMZN,1887.46,1902.5,1883.34,1896.09,3216257
2020-01-22,GOOGL,1484.17,1500.58,1482.66,1489.73,1422946
2020-01-22,FB,221.32,222.75,221.28,222.31,12212814
2020-01-22,PFE,38.613,38.824,38.402,38.738,17872465
2020-01-21,AMZN,1892.0,1894.27,1860.0,1865.0,3707785
2020-01-21,GOOGL,1482.25,1489.88,1470.21,1479.0,2446601
2020-01-21,FB,221.44,222.37,219.12,222.155,14275784
2020-01-21,PFE,38.756,39.064,38.613,38.796,22827323
2020-01-17,AMZN,1864.72,1886.64,1857.25,1885.89,3997340
2020-01-17,GOOGL,1479.52,1480.55,1456.55,1462.54,2621175
2020-01-17,FB,222.14,222.29,220.53,222.03,15905944
2020-01-17,PFE,38.92,39.203,38.834,38.978,22795934
2020-01-16,AMZN,1877.94,1885.59,1866.02,1882.99,2659493
2020-01-16,GOOGL,1450.16,1450.7,1440.0,1445.45,1304040
2020-01-16,FB,221.77,222.63,220.39,222.57,10015288
2020-01-16,PFE,39.016,39.194,38.741,39.19,16014060
2020-01-15,AMZN,1862.02,1878.86,1855.09,1872.25,2896592
2020-01-15,GOOGL,1439.2,1440.78,1431.66,1433.02,1077519
2020-01-15,FB,221.15,221.68,220.14,220.61,10036475
2020-01-15,PFE,39.074,39.266,38.594,38.613,23627333
2020-01-14,AMZN,1869.44,1887.11,1858.55,1885.88,3446381
2020-01-14,GOOGL,1430.59,1442.63,1427.77,1440.0,1305636
2020-01-14,FB,219.06,222.38,218.63,221.61,13315361
2020-01-14,PFE,38.498000000000005,38.508,37.758,37.882,20659647
2020-01-13,AMZN,1891.3,1898.0,1880.8,1891.31,2785844
2020-01-13,GOOGL,1440.03,1441.48,1425.37,1435.25,1537317
2020-01-13,FB,221.91,221.97,219.21,219.597,14494517
2020-01-13,PFE,37.863,38.211999999999996,37.672,38.065,15200560
2020-01-10,AMZN,1883.16,1906.94,1880.0,1905.37,2856959
2020-01-10,GOOGL,1428.96,1434.94,1419.6,1429.47,1313178
2020-01-10,FB,218.06,219.88,217.42,219.2,12127432
2020-01-10,PFE,37.94,38.069,37.44,37.45,21288631
2020-01-09,AMZN,1901.05,1917.82,1895.8,1909.89,3174962
2020-01-09,GOOGL,1419.79,1428.68,1410.21,1421.93,1661438
2020-01-09,FB,218.3,218.38,216.278,217.54,12679579
2020-01-09,PFE,37.364000000000004,37.728,37.268,37.728,21698256
2020-01-08,AMZN,1891.97,1911.0,1886.44,1898.04,3511966
2020-01-08,GOOGL,1405.04,1411.85,1392.63,1394.82,1766274
2020-01-08,FB,215.22,216.24,212.612,213.0,13492703
2020-01-08,PFE,37.525999999999996,37.68,37.228,37.238,16199261
2020-01-07,AMZN,1906.86,1913.89,1892.04,1904.5,4134010
2020-01-07,GOOGL,1395.11,1403.5,1391.56,1400.46,1726456
2020-01-07,FB,213.06,214.58,211.75,212.82,15111857
2020-01-07,PFE,37.228,37.594,37.162,37.584,19887180
2020-01-06,AMZN,1902.88,1903.69,1860.0,1860.0,4065698
2020-01-06,GOOGL,1397.81,1398.32,1351.0,1351.63,2339343
2020-01-06,FB,212.6,212.78,206.52,206.7,17073861
2020-01-06,PFE,37.354,37.47,37.181999999999995,37.296,15575743
2020-01-03,AMZN,1874.97,1886.2,1864.5,1864.5,3766604
2020-01-03,GOOGL,1361.52,1373.75,1347.32,1348.0,1170629
2020-01-03,FB,208.67,210.4,206.95,207.21400000000003,11197416
2020-01-03,PFE,37.402,37.7,37.152,37.2,14738982
2020-01-02,AMZN,1898.01,1898.01,1864.15,1875.0,4035910
2020-01-02,GOOGL,1368.68,1368.68,1346.49,1348.41,1364265
2020-01-02,FB,209.78,209.79,206.27,206.75,12090707
2020-01-02,PFE,37.604,37.806,37.349000000000004,37.758,16308567
